ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000236998,0,0,0,0
ENSG00000236999,0,0,0,0
ENSG00000237000,0,0,0,0
ENSG00000237001,0,0,0,0
ENSG00000237002,0,0,0,0
ENSG00000237003,0,0,0,0
ENSG00000237004,0,0,0,0
ENSG00000237005,0,0,0,0
ENSG00000237007,1,2,0,0
ENSG00000237008,0,0,0,0
ENSG00000237009,0,0,0,0
ENSG00000237011,0,0,0,0
ENSG00000237013,0,0,0,0
ENSG00000237014,0,0,0,0
ENSG00000237015,0,0,0,0
ENSG00000237016,0,0,0,0
ENSG00000237017,0,0,0,0
ENSG00000237019,0,0,0,0
ENSG00000237020,0,0,0,0
ENSG00000237023,0,0,0,0
ENSG00000237024,0,0,0,0
ENSG00000237025,0,0,0,0
ENSG00000237026,0,0,4,5
ENSG00000237027,0,0,0,0
ENSG00000237031,0,0,0,0
ENSG00000237032,0,0,0,0
ENSG00000237033,0,0,0,0
ENSG00000237035,0,0,0,0
ENSG00000237036,45,47,172,173
ENSG00000237037,76,60,94,93
ENSG00000237038,0,0,0,0
ENSG00000237039,0,0,0,0
ENSG00000237040,0,0,0,0
ENSG00000237041,0,0,0,0
ENSG00000237042,0,0,0,0
ENSG00000237048,0,0,0,0
ENSG00000237049,1,0,0,0
ENSG00000237053,0,0,0,0
ENSG00000237054,0,0,1,1
ENSG00000237055,0,0,0,0
ENSG00000237057,0,0,0,0
ENSG00000237058,0,0,0,0
ENSG00000237061,0,0,0,0
ENSG00000237062,0,0,0,0
ENSG00000237063,0,0,0,0
ENSG00000237064,0,0,0,0
ENSG00000237065,0,0,0,0
ENSG00000237068,0,0,0,0
ENSG00000237070,0,0,0,0
ENSG00000237072,0,0,0,0
ENSG00000237073,0,0,0,0
ENSG00000237074,0,1,0,0
ENSG00000237076,0,0,0,0
ENSG00000237077,0,0,0,0
ENSG00000237080,0,0,0,0
ENSG00000237082,0,0,0,0
ENSG00000237083,0,0,0,0
ENSG00000237085,0,0,0,0
ENSG00000237087,0,0,0,0
ENSG00000237088,0,0,0,0
ENSG00000237089,0,0,0,0
ENSG00000237090,0,0,0,0
ENSG00000237092,2,0,0,0
ENSG00000237094,13,8,20,13
ENSG00000237099,0,0,0,0
ENSG00000237101,3,7,13,13
ENSG00000237106,0,0,0,0
ENSG00000237107,0,0,0,0
ENSG00000237109,0,0,0,0
ENSG00000237110,0,0,0,0
ENSG00000237111,0,0,0,0
ENSG00000237115,0,0,0,0
ENSG00000237118,0,0,0,0
ENSG00000237119,0,0,0,0
ENSG00000237121,0,0,0,0
ENSG00000237124,0,0,0,0
ENSG00000237125,43,49,11951,11910
ENSG00000237126,64,58,81,78
ENSG00000237127,0,0,0,0
ENSG00000237128,2,4,5,5
ENSG00000237129,0,0,0,0
ENSG00000237130,0,0,0,0
ENSG00000237131,0,0,0,0
ENSG00000237133,0,0,0,0
ENSG00000237135,0,0,0,0
ENSG00000237136,0,3,2,0
ENSG00000237137,0,0,0,1
ENSG00000237138,0,0,0,0
ENSG00000237139,0,0,0,0
ENSG00000237140,0,0,0,0
ENSG00000237141,0,0,0,0
ENSG00000237148,0,0,0,0
ENSG00000237149,61,30,137,138
ENSG00000237153,3,3,0,0
ENSG00000237154,0,0,0,0
ENSG00000237158,0,0,0,0
ENSG00000237159,0,0,0,0
ENSG00000237160,0,0,0,0
ENSG00000237161,0,1,1,1
ENSG00000237162,0,0,0,0
ENSG00000237163,0,0,0,0
ENSG00000237164,0,0,0,0
ENSG00000237166,0,0,0,0
ENSG00000237167,2,0,0,0
ENSG00000237169,0,0,0,0
ENSG00000237170,0,0,0,0
ENSG00000237171,0,0,0,0
ENSG00000237172,1650,1721,437,437
ENSG00000237173,0,0,0,0
ENSG00000237174,0,0,0,0
ENSG00000237175,0,0,0,0
ENSG00000237176,0,1,0,0
ENSG00000237178,0,0,0,0
ENSG00000237179,0,0,0,0
ENSG00000237180,0,0,0,0
ENSG00000237181,0,0,0,0
ENSG00000237182,0,0,0,0
ENSG00000237183,0,0,0,0
ENSG00000237185,0,0,0,0
ENSG00000237186,0,0,0,0
ENSG00000237187,742,660,416,410
ENSG00000237188,0,0,0,0
ENSG00000237190,165,131,1437,1463
ENSG00000237193,0,0,0,0
ENSG00000237194,0,0,0,0
ENSG00000237195,0,0,0,0
ENSG00000237197,0,0,1,0
ENSG00000237200,0,0,0,0
ENSG00000237202,0,0,0,0
ENSG00000237205,0,0,0,0
ENSG00000237206,0,0,1,1
ENSG00000237207,0,0,0,0
ENSG00000237208,0,0,0,0
ENSG00000237210,0,0,0,0
ENSG00000237211,0,0,0,0
ENSG00000237212,0,0,0,0
ENSG00000237213,0,0,0,0
ENSG00000237214,0,0,4,7
ENSG00000237215,0,0,0,1
ENSG00000237217,0,0,0,0
ENSG00000237220,0,0,0,0
ENSG00000237221,0,0,0,0
ENSG00000237222,3,0,9,9
ENSG00000237223,2,3,0,0
ENSG00000237224,0,0,0,0
ENSG00000237225,0,0,0,0
ENSG00000237226,0,0,0,0
ENSG00000237227,0,0,0,0
ENSG00000237230,0,0,0,0
ENSG00000237232,52,36,9,8
ENSG00000237233,7,2,1,1
ENSG00000237234,0,0,0,0
ENSG00000237235,0,0,0,0
ENSG00000237236,0,0,0,0
ENSG00000237238,16,14,12,16
ENSG00000237242,0,0,0,0
ENSG00000237243,0,0,0,0
ENSG00000237247,0,0,0,0
ENSG00000237248,0,0,0,0
ENSG00000237249,0,0,0,0
ENSG00000237250,0,0,0,0
ENSG00000237251,0,0,0,0
ENSG00000237252,0,0,0,0
ENSG00000237254,0,0,0,0
ENSG00000237256,0,0,0,0
ENSG00000237257,0,0,0,0
ENSG00000237259,0,0,0,0
ENSG00000237260,0,0,0,0
ENSG00000237261,0,0,0,0
ENSG00000237262,0,0,0,0
ENSG00000237263,0,0,0,0
ENSG00000237264,0,0,0,0
ENSG00000237265,0,0,0,1
ENSG00000237266,0,0,0,0
ENSG00000237267,0,0,0,0
ENSG00000237268,0,0,7,6
ENSG00000237269,0,0,0,0
ENSG00000237271,0,0,1,1
ENSG00000237272,0,0,0,0
ENSG00000237273,0,0,0,0
ENSG00000237274,0,0,0,0
ENSG00000237275,0,0,0,0
ENSG00000237276,55,75,36,37
ENSG00000237278,0,0,0,0
ENSG00000237279,0,0,0,0
ENSG00000237280,0,0,0,0
ENSG00000237281,2,0,1,1
ENSG00000237282,0,0,0,0
ENSG00000237283,0,0,5,7
ENSG00000237285,0,0,0,0
ENSG00000237286,0,0,0,0
ENSG00000237289,0,0,198,211
ENSG00000237290,0,0,0,0
ENSG00000237292,0,1,0,0
ENSG00000237293,0,0,0,0
ENSG00000237294,0,0,0,0
ENSG00000237296,8,10,36,25
ENSG00000237297,0,0,0,0
ENSG00000237298,31,33,55,54
ENSG00000237299,0,0,2,1
ENSG00000237300,0,0,0,0
ENSG00000237301,0,0,8,6
ENSG00000237302,0,0,0,0
ENSG00000237303,0,0,0,0
ENSG00000237306,0,0,0,0
ENSG00000237307,0,0,0,0
ENSG00000237308,0,0,0,0
ENSG00000237309,0,0,0,0
ENSG00000237310,18,17,91,92
ENSG00000237311,0,0,1,1
ENSG00000237312,0,0,1,0
ENSG00000237314,0,0,0,0
ENSG00000237316,0,0,0,0
ENSG00000237317,0,0,0,0
ENSG00000237319,0,0,0,0
ENSG00000237320,0,0,0,0
ENSG00000237321,0,0,0,0
ENSG00000237322,0,0,0,0
ENSG00000237323,0,0,0,0
ENSG00000237324,0,0,0,0
ENSG00000237325,0,0,0,0
ENSG00000237326,0,0,0,0
ENSG00000237327,0,0,0,0
ENSG00000237328,0,0,0,0
ENSG00000237329,0,0,0,0
ENSG00000237330,0,0,0,0
ENSG00000237331,0,0,0,0
ENSG00000237336,0,0,0,0
ENSG00000237337,0,0,0,0
ENSG00000237338,0,0,0,0
ENSG00000237339,0,0,0,0
ENSG00000237341,0,0,0,0
ENSG00000237342,0,0,0,0
ENSG00000237343,0,0,0,0
ENSG00000237345,0,0,0,0
ENSG00000237346,0,0,0,0
ENSG00000237347,0,0,0,0
ENSG00000237349,0,0,0,0
ENSG00000237350,0,0,0,0
ENSG00000237351,0,0,0,0
ENSG00000237352,24,29,4,4
ENSG00000237353,0,0,0,0
ENSG00000237354,0,0,0,0
ENSG00000237356,50,56,116,112
ENSG00000237357,0,0,2,2
ENSG00000237358,0,0,0,0
ENSG00000237359,0,0,0,0
ENSG00000237360,0,0,0,0
ENSG00000237361,0,0,59,58
ENSG00000237363,0,0,0,0
ENSG00000237365,0,0,0,0
ENSG00000237370,0,0,0,0
ENSG00000237371,0,0,0,0
ENSG00000237372,0,0,9,8
ENSG00000237373,0,0,0,0
ENSG00000237377,0,0,0,0
ENSG00000237378,0,0,0,0
ENSG00000237379,0,0,0,0
ENSG00000237380,81,53,201,206
ENSG00000237381,0,0,0,0
ENSG00000237382,0,0,0,0
ENSG00000237383,0,0,0,0
ENSG00000237385,0,0,0,0
ENSG00000237387,0,0,0,0
ENSG00000237388,0,0,0,0
ENSG00000237389,0,0,0,0
ENSG00000237390,0,0,0,0
ENSG00000237396,0,0,0,0
ENSG00000237398,0,1,0,0
ENSG00000237399,0,0,0,0
ENSG00000237400,0,0,0,0
ENSG00000237401,0,0,0,0
ENSG00000237402,0,0,0,0
ENSG00000237406,0,0,0,0
ENSG00000237407,0,0,0,0
ENSG00000237408,0,0,0,0
ENSG00000237409,0,0,0,0
ENSG00000237410,0,0,0,0
ENSG00000237412,0,0,0,0
ENSG00000237413,0,0,9,9
ENSG00000237414,0,0,0,0
ENSG00000237415,2,0,0,0
ENSG00000237417,0,0,0,0
ENSG00000237418,0,0,0,0
ENSG00000237419,0,2,0,0
ENSG00000237422,0,0,2,2
ENSG00000237423,0,0,2,2
ENSG00000237424,34,52,11,11
ENSG00000237425,0,0,0,0
ENSG00000237426,0,0,0,0
ENSG00000237427,0,0,0,0
ENSG00000237428,0,0,2,2
ENSG00000237429,0,3,0,0
ENSG00000237432,0,0,0,0
ENSG00000237433,0,0,1,1
ENSG00000237434,0,0,0,0
ENSG00000237435,0,0,4,4
ENSG00000237436,1,2,24,23
ENSG00000237437,0,0,0,0
ENSG00000237438,282,291,0,1
ENSG00000237439,0,0,0,0
ENSG00000237440,0,0,0,0
ENSG00000237441,21,25,61,68
ENSG00000237442,0,0,0,0
ENSG00000237443,0,0,0,0
ENSG00000237444,0,0,0,0
ENSG00000237445,0,0,0,2
ENSG00000237446,0,0,0,0
ENSG00000237447,0,0,0,0
ENSG00000237449,0,0,0,0
ENSG00000237450,0,0,0,0
ENSG00000237451,0,2,16,15
ENSG00000237452,0,0,1,1
ENSG00000237453,0,0,0,0
ENSG00000237456,0,0,0,0
ENSG00000237457,0,0,0,1
ENSG00000237458,0,0,1,0
ENSG00000237460,0,0,0,0
ENSG00000237461,0,0,0,0
ENSG00000237463,0,0,0,0
ENSG00000237464,0,0,0,0
ENSG00000237466,0,0,0,0
ENSG00000237467,0,0,0,0
ENSG00000237468,0,0,1,1
ENSG00000237469,0,0,0,0
ENSG00000237470,0,0,0,0
ENSG00000237471,0,0,0,0
ENSG00000237472,0,0,0,0
ENSG00000237473,0,0,0,0
ENSG00000237475,0,0,0,0
ENSG00000237476,14,23,0,0
ENSG00000237477,0,0,0,0
ENSG00000237478,0,0,0,0
ENSG00000237479,0,0,0,0
ENSG00000237480,0,0,0,0
ENSG00000237481,0,0,1,1
ENSG00000237483,0,0,0,0
ENSG00000237484,0,0,0,0
ENSG00000237487,0,0,0,0
ENSG00000237489,87,86,45,47
ENSG00000237490,0,0,0,0
ENSG00000237491,0,0,0,0
ENSG00000237492,0,0,0,0
ENSG00000237493,0,0,0,0
ENSG00000237494,0,0,0,0
ENSG00000237498,0,0,1,1
ENSG00000237499,13,24,1,1
ENSG00000237500,0,0,0,0
ENSG00000237501,0,1,0,0
ENSG00000237503,0,0,0,0
ENSG00000237505,17,12,21,21
ENSG00000237506,3,1,5,3
ENSG00000237510,7,5,0,0
ENSG00000237512,0,0,0,0
ENSG00000237513,0,3,1,1
ENSG00000237514,0,0,0,0
ENSG00000237515,4,0,0,0
ENSG00000237517,0,0,0,0
ENSG00000237520,0,0,0,0
ENSG00000237521,0,0,0,0
ENSG00000237522,22,7,22,18
ENSG00000237523,195,127,6,5
ENSG00000237524,0,0,0,0
ENSG00000237525,0,0,0,0
ENSG00000237527,0,0,0,0
ENSG00000237528,0,0,0,0
ENSG00000237529,0,0,0,0
ENSG00000237530,0,0,0,0
ENSG00000237531,0,0,0,0
ENSG00000237532,0,0,0,0
ENSG00000237539,0,0,0,0
ENSG00000237540,0,0,0,0
ENSG00000237541,0,0,0,0
ENSG00000237542,0,1,1,1
ENSG00000237546,0,0,0,0
ENSG00000237547,0,0,0,0
ENSG00000237548,0,0,0,0
ENSG00000237549,0,0,0,0
ENSG00000237550,0,0,0,0
ENSG00000237551,0,0,0,0
ENSG00000237552,0,0,3,3
ENSG00000237553,0,0,0,0
ENSG00000237555,0,0,0,0
ENSG00000237556,0,0,0,0
ENSG00000237557,0,0,0,0
ENSG00000237558,0,0,0,0
ENSG00000237560,0,0,1,2
ENSG00000237563,0,0,0,0
ENSG00000237566,0,0,0,0
ENSG00000237567,2,1,0,0
ENSG00000237568,0,0,0,0
ENSG00000237569,0,0,0,0
ENSG00000237571,0,0,0,0
ENSG00000237572,0,0,0,0
ENSG00000237574,0,0,0,0
ENSG00000237575,11,4,7,7
ENSG00000237576,0,0,0,0
ENSG00000237579,0,0,0,0
ENSG00000237580,0,0,0,0
ENSG00000237581,0,0,0,0
ENSG00000237583,0,0,0,0
ENSG00000237584,0,0,0,0
ENSG00000237585,11,2,1,1
ENSG00000237586,0,0,0,0
ENSG00000237588,0,0,0,0
ENSG00000237589,0,0,0,0
ENSG00000237590,0,1,0,0
ENSG00000237592,0,0,0,0
ENSG00000237593,0,0,0,0
ENSG00000237594,0,0,20,11
ENSG00000237595,6,1,1,0
ENSG00000237596,0,0,1,1
ENSG00000237601,0,0,0,0
ENSG00000237603,0,0,0,0
ENSG00000237604,0,0,0,0
ENSG00000237605,2,1,4,5
ENSG00000237606,0,0,0,0
ENSG00000237609,0,0,0,0
ENSG00000237610,0,0,0,0
ENSG00000237611,0,0,0,0
ENSG00000237612,0,0,0,0
ENSG00000237613,0,0,0,0
ENSG00000237614,0,0,0,0
ENSG00000237616,0,0,0,0
ENSG00000237617,0,0,0,0
ENSG00000237618,0,0,0,0
ENSG00000237619,0,0,0,0
ENSG00000237620,0,0,0,0
ENSG00000237621,0,0,0,0
ENSG00000237622,0,0,0,0
ENSG00000237623,0,0,0,0
ENSG00000237624,0,0,0,0
ENSG00000237626,0,0,2,2
ENSG00000237628,0,0,0,0
ENSG00000237629,0,0,0,0
ENSG00000237630,0,0,0,0
ENSG00000237631,0,0,0,0
ENSG00000237632,0,0,0,0
ENSG00000237633,0,0,0,0
ENSG00000237635,0,0,0,0
ENSG00000237636,0,0,0,1
ENSG00000237637,0,0,0,0
ENSG00000237638,20,11,114,121
ENSG00000237639,0,0,0,0
ENSG00000237640,0,0,5,5
ENSG00000237641,0,0,0,0
ENSG00000237642,0,0,0,0
ENSG00000237643,0,0,0,0
ENSG00000237645,0,0,0,0
ENSG00000237646,0,0,0,0
ENSG00000237649,264,289,4235,4217
ENSG00000237650,0,0,0,0
ENSG00000237651,0,0,0,0
ENSG00000237653,0,0,0,0
ENSG00000237654,0,0,0,0
ENSG00000237655,4,7,31,34
ENSG00000237659,0,0,0,0
ENSG00000237661,0,0,0,0
ENSG00000237662,0,0,0,0
ENSG00000237663,0,0,0,0
ENSG00000237664,0,0,2,2
ENSG00000237665,0,0,0,0
ENSG00000237666,0,0,0,0
ENSG00000237667,4,3,0,0
ENSG00000237668,1,0,0,0
ENSG00000237669,0,0,0,0
ENSG00000237670,0,0,0,0
ENSG00000237671,0,0,0,0
ENSG00000237672,0,0,0,0
ENSG00000237674,0,0,0,0
ENSG00000237675,0,0,0,0
ENSG00000237676,0,0,0,2
ENSG00000237679,0,0,0,0
ENSG00000237682,0,3,0,0
ENSG00000237684,0,0,0,0
ENSG00000237685,0,0,0,0
ENSG00000237686,4,1,99,100
ENSG00000237687,0,0,0,0
ENSG00000237689,0,0,0,0
ENSG00000237691,0,0,0,0
ENSG00000237693,32,45,30,30
ENSG00000237699,3,0,0,0
ENSG00000237700,0,0,0,0
ENSG00000237701,0,0,0,0
ENSG00000237702,0,0,0,0
ENSG00000237704,0,0,0,0
ENSG00000237705,0,0,0,0
ENSG00000237706,0,0,0,0
ENSG00000237707,0,0,1,1
ENSG00000237708,0,1,0,1
ENSG00000237709,0,0,0,0
ENSG00000237711,0,0,0,0
ENSG00000237713,0,0,0,0
ENSG00000237714,7,9,2,2
ENSG00000237716,0,0,1,0
ENSG00000237717,0,0,0,0
ENSG00000237718,0,0,0,0
ENSG00000237719,0,0,0,0
ENSG00000237720,1,0,157,154
ENSG00000237722,0,0,0,0
ENSG00000237728,0,0,0,0
ENSG00000237729,0,0,0,0
ENSG00000237730,0,0,0,0
ENSG00000237731,0,0,0,0
ENSG00000237732,4,3,13,15
ENSG00000237734,0,0,0,0
ENSG00000237735,0,0,0,0
ENSG00000237737,0,0,0,0
ENSG00000237738,0,0,0,0
ENSG00000237740,0,0,0,0
ENSG00000237741,0,0,0,0
ENSG00000237742,0,0,0,0
ENSG00000237743,0,0,0,0
ENSG00000237745,0,0,0,0
ENSG00000237746,0,0,0,0
ENSG00000237747,0,0,0,0
ENSG00000237748,0,0,0,0
ENSG00000237749,0,0,1,0
ENSG00000237750,0,0,0,0
ENSG00000237751,0,0,0,0
ENSG00000237752,0,0,0,0
ENSG00000237753,61,63,41,41
ENSG00000237754,0,0,0,0
ENSG00000237756,0,0,0,0
ENSG00000237757,0,0,0,0
ENSG00000237758,0,0,0,0
ENSG00000237759,0,0,1,1
ENSG00000237760,0,4,0,0
ENSG00000237761,0,0,2,2
ENSG00000237763,0,0,0,0
ENSG00000237765,0,0,0,0
ENSG00000237766,0,0,16,17
ENSG00000237767,0,0,0,0
ENSG00000237768,0,0,0,0
ENSG00000237770,0,0,0,0
ENSG00000237772,3,3,8,5
ENSG00000237773,0,0,0,0
ENSG00000237774,0,0,0,0
ENSG00000237775,0,0,0,0
ENSG00000237781,4,4,0,0
ENSG00000237782,0,0,0,0
ENSG00000237783,0,0,0,0
ENSG00000237784,0,0,0,0
ENSG00000237786,0,0,0,0
ENSG00000237787,0,0,0,0
ENSG00000237788,0,0,0,0
ENSG00000237790,0,0,0,0
ENSG00000237793,0,0,0,0
ENSG00000237797,17,0,0,0
ENSG00000237798,0,0,0,0
ENSG00000237799,0,0,0,0
ENSG00000237801,0,0,0,0
ENSG00000237802,0,0,0,0
ENSG00000237803,26,26,5,5
ENSG00000237804,0,0,0,0
ENSG00000237806,0,0,0,0
ENSG00000237807,28,29,10,10
ENSG00000237810,0,0,0,0
ENSG00000237813,0,0,0,0
ENSG00000237816,0,0,0,0
ENSG00000237818,0,0,0,0
ENSG00000237819,4,8,51,50
ENSG00000237821,0,1,0,1
ENSG00000237823,0,0,0,0
ENSG00000237824,0,0,0,0
ENSG00000237827,0,0,0,0
ENSG00000237828,0,0,0,3
ENSG00000237832,0,0,0,0
ENSG00000237833,0,0,0,0
ENSG00000237835,0,0,0,0
ENSG00000237836,9,12,40,39
ENSG00000237837,0,0,0,0
ENSG00000237838,3,0,8,7
ENSG00000237840,33,10,20,19
ENSG00000237841,0,0,0,0
ENSG00000237842,0,2,1,1
ENSG00000237843,0,0,0,0
ENSG00000237844,0,0,0,0
ENSG00000237845,0,0,0,0
ENSG00000237846,0,0,0,0
ENSG00000237848,0,0,0,0
ENSG00000237849,0,0,0,0
ENSG00000237850,0,0,0,0
ENSG00000237851,0,0,0,0
ENSG00000237852,0,0,0,0
ENSG00000237853,0,0,0,0
ENSG00000237854,297,321,270,267
ENSG00000237856,0,0,0,0
ENSG00000237859,0,0,0,0
ENSG00000237860,0,0,0,0
ENSG00000237861,0,0,0,0
ENSG00000237862,0,0,0,0
ENSG00000237863,0,0,0,0
ENSG00000237864,10,7,1,1
ENSG00000237868,0,0,0,0
ENSG00000237870,0,0,0,0
ENSG00000237872,0,0,0,0
ENSG00000237873,0,0,0,0
ENSG00000237874,0,0,1,1
ENSG00000237875,0,0,0,0
ENSG00000237876,0,0,0,0
ENSG00000237877,49,82,90,94
ENSG00000237879,0,0,0,0
ENSG00000237880,0,0,2,2
ENSG00000237882,0,0,0,0
ENSG00000237883,3,1,11,11
ENSG00000237885,0,0,0,0
ENSG00000237886,46,45,17,16
ENSG00000237887,0,0,0,0
ENSG00000237888,0,0,0,0
ENSG00000237891,0,0,0,0
ENSG00000237892,0,0,0,0
ENSG00000237896,10,0,0,0
ENSG00000237897,0,0,0,0
ENSG00000237899,10,5,64,63
ENSG00000237901,0,0,0,0
ENSG00000237902,0,0,0,0
ENSG00000237903,0,0,0,0
ENSG00000237904,0,0,0,0
ENSG00000237906,0,0,0,0
ENSG00000237910,0,0,0,0
ENSG00000237911,0,0,0,0
ENSG00000237913,0,0,0,0
ENSG00000237914,0,0,0,0
ENSG00000237916,0,0,0,0
ENSG00000237917,18,21,2,0
ENSG00000237919,0,0,0,0
ENSG00000237920,0,0,0,0
ENSG00000237921,0,0,0,0
ENSG00000237922,0,0,0,1
ENSG00000237923,0,0,0,0
ENSG00000237924,0,0,0,0
ENSG00000237926,0,0,0,0
ENSG00000237927,0,0,0,0
ENSG00000237928,0,0,0,0
ENSG00000237929,0,0,0,0
ENSG00000237930,0,0,0,0
ENSG00000237931,0,2,1,0
ENSG00000237934,0,0,0,0
ENSG00000237936,0,0,0,0
ENSG00000237937,0,2,3,3
ENSG00000237938,2,11,24,26
ENSG00000237939,0,0,0,0
ENSG00000237940,0,0,0,0
ENSG00000237941,0,0,0,0
ENSG00000237943,3,2,142,139
ENSG00000237945,35,40,4,4
ENSG00000237947,0,0,0,0
ENSG00000237948,0,0,0,0
ENSG00000237949,1,0,0,0
ENSG00000237950,4,5,26,25
ENSG00000237951,0,0,0,0
ENSG00000237952,0,0,0,0
ENSG00000237953,0,0,0,0
ENSG00000237954,0,0,22,21
ENSG00000237955,0,0,0,0
ENSG00000237956,0,0,0,0
ENSG00000237957,0,0,0,0
ENSG00000237959,0,0,0,0
ENSG00000237961,0,0,3,2
ENSG00000237963,0,0,3,3
ENSG00000237964,0,0,0,0
ENSG00000237968,0,0,0,0
ENSG00000237970,0,0,0,0
ENSG00000237971,0,0,0,0
ENSG00000237972,0,0,0,0
ENSG00000237973,0,0,0,0
ENSG00000237974,0,0,0,0
ENSG00000237975,56,81,0,0
ENSG00000237976,3,2,20,16
ENSG00000237977,0,0,0,0
ENSG00000237978,6,12,15,14
ENSG00000237979,0,0,0,0
ENSG00000237980,1,1,0,0
ENSG00000237982,0,0,0,0
ENSG00000237984,3,0,95,97
ENSG00000237986,0,0,0,0
ENSG00000237987,0,0,0,0
ENSG00000237988,0,0,0,0
ENSG00000237989,79,86,58,57
ENSG00000237990,0,0,24,20
ENSG00000237991,0,0,1,1
ENSG00000237992,0,1,1,1
ENSG00000237993,0,0,0,0
ENSG00000237994,0,0,0,0
ENSG00000237997,0,0,0,0
ENSG00000237999,0,0,0,0
ENSG00000238000,1,4,4,13
ENSG00000238001,0,0,0,0
ENSG00000238002,0,0,0,0
ENSG00000238003,0,0,0,0
ENSG00000238004,0,0,0,0
ENSG00000238005,4,0,3,3
ENSG00000238007,0,0,0,0
ENSG00000238008,0,0,0,0
ENSG00000238009,4,3,5,10
ENSG00000238010,0,0,0,0
ENSG00000238012,0,0,0,0
ENSG00000238013,0,0,0,0
ENSG00000238015,0,0,0,0
ENSG00000238018,0,0,2,3
ENSG00000238019,0,0,0,0
ENSG00000238020,0,0,0,0
ENSG00000238021,1,0,9,8
ENSG00000238022,0,0,0,0
ENSG00000238024,2,0,2,2
ENSG00000238025,0,0,0,0
ENSG00000238026,0,0,0,0
ENSG00000238029,0,0,0,0
ENSG00000238031,0,0,1,1
ENSG00000238032,0,0,0,0
ENSG00000238034,0,0,0,0
ENSG00000238035,12,16,43,44
ENSG00000238037,0,0,0,0
ENSG00000238038,0,0,0,0
ENSG00000238039,0,0,0,0
ENSG00000238040,0,0,0,0
ENSG00000238041,0,0,0,0
ENSG00000238042,0,0,0,0
ENSG00000238043,0,0,1,1
ENSG00000238045,0,0,0,0
ENSG00000238046,0,0,0,0
ENSG00000238047,0,0,0,0
ENSG00000238048,0,0,0,0
ENSG00000238049,0,0,0,0
ENSG00000238051,0,0,0,0
ENSG00000238054,0,0,0,0
ENSG00000238055,0,0,0,0
ENSG00000238057,0,0,0,0
ENSG00000238058,76,41,209,215
ENSG00000238059,0,0,0,0
ENSG00000238061,0,0,0,0
ENSG00000238062,0,0,22,24
ENSG00000238063,0,0,0,0
ENSG00000238065,0,0,0,0
ENSG00000238066,0,0,0,0
ENSG00000238067,0,0,0,0
ENSG00000238069,0,0,0,0
ENSG00000238072,0,0,0,0
ENSG00000238073,0,0,0,0
ENSG00000238074,0,0,0,0
ENSG00000238075,0,0,0,0
ENSG00000238076,0,0,2,0
ENSG00000238077,0,0,0,0
ENSG00000238078,0,0,0,0
ENSG00000238079,0,0,0,0
ENSG00000238081,0,0,0,0
ENSG00000238082,0,0,0,0
ENSG00000238083,5,10,0,1
ENSG00000238084,0,0,0,0
ENSG00000238085,0,0,0,0
ENSG00000238086,0,0,0,0
ENSG00000238087,0,0,0,0
ENSG00000238088,0,0,0,0
ENSG00000238090,0,0,0,0
ENSG00000238092,0,0,0,0
ENSG00000238094,0,0,0,0
ENSG00000238097,0,0,57,59
ENSG00000238098,13,4,47,49
ENSG00000238099,0,0,0,0
ENSG00000238102,0,0,0,0
ENSG00000238103,0,0,0,0
ENSG00000238105,32,25,316,317
ENSG00000238107,0,0,0,0
ENSG00000238108,0,0,0,0
ENSG00000238109,0,0,0,0
ENSG00000238110,0,1,0,0
ENSG00000238111,0,0,0,0
ENSG00000238113,39,63,325,322
ENSG00000238116,0,0,0,0
ENSG00000238117,0,0,0,0
ENSG00000238118,0,0,0,0
ENSG00000238120,28,48,5,2
ENSG00000238121,0,3,0,0
ENSG00000238122,0,0,1,2
ENSG00000238123,0,0,0,0
ENSG00000238124,0,0,0,0
ENSG00000238125,0,0,0,0
ENSG00000238129,0,0,0,0
ENSG00000238131,0,0,0,0
ENSG00000238132,0,0,0,0
ENSG00000238133,3,7,10,6
ENSG00000238135,0,0,0,0
ENSG00000238137,0,0,0,0
ENSG00000238138,0,0,0,0
ENSG00000238139,0,0,0,0
ENSG00000238140,0,0,0,0
ENSG00000238141,2,0,0,0
ENSG00000238142,0,0,0,0
ENSG00000238143,0,0,0,0
ENSG00000238145,0,0,0,0
ENSG00000238149,0,0,0,0
ENSG00000238150,0,0,0,0
ENSG00000238151,1,2,5,6
ENSG00000238152,0,0,0,0
ENSG00000238153,0,0,0,0
ENSG00000238154,0,0,0,0
ENSG00000238156,0,0,0,0
ENSG00000238158,0,0,0,0
ENSG00000238160,0,0,0,0
ENSG00000238161,0,0,0,0
ENSG00000238162,0,0,0,0
ENSG00000238164,3,5,3,3
ENSG00000238165,0,0,0,0
ENSG00000238166,0,0,19,18
ENSG00000238168,0,0,0,0
ENSG00000238169,0,0,0,0
ENSG00000238171,0,0,2,2
ENSG00000238172,0,0,0,0
ENSG00000238173,0,0,0,0
ENSG00000238176,0,0,0,0
ENSG00000238178,4,4,21,22
ENSG00000238180,0,0,0,0
ENSG00000238181,0,0,1,1
ENSG00000238183,0,0,0,0
ENSG00000238184,17,23,28,25
ENSG00000238185,0,0,0,0
ENSG00000238186,23,16,70,73
ENSG00000238188,0,0,0,0
ENSG00000238189,0,0,0,0
